No	TMNo	EnNo	Name	INOUT	Mode	DateTime
327	1	15		0	0	2016/05/24 10:02:36
328	1	2		0	0	2016/05/24 10:07:21
329	1	10		0	0	2016/05/24 10:14:52
330	1	13		0	0	2016/05/24 10:56:39
331	1	13		0	0	2016/05/24 10:56:39
332	1	11		0	0	2016/05/24 15:11:11
333	1	2		0	0	2016/05/24 17:00:17
334	1	3		0	0	2016/05/24 18:09:06
335	1	5		0	0	2016/05/24 18:21:34
336	1	5		0	0	2016/05/24 18:21:34
337	1	6		0	0	2016/05/24 18:26:10
338	1	7		0	0	2016/05/24 18:27:23
339	1	7		0	0	2016/05/24 18:27:25
340	1	4		0	0	2016/05/24 18:30:41
341	1	8		0	0	2016/05/24 18:33:40
342	1	12		0	0	2016/05/24 18:55:30
343	1	12		0	0	2016/05/24 18:55:30
344	1	13		0	0	2016/05/24 18:55:51
345	1	13		0	0	2016/05/24 18:55:51
346	1	10		0	0	2016/05/24 18:57:55
347	1	9		0	0	2016/05/24 18:58:03
348	1	11		0	0	2016/05/25 07:14:27
349	1	6		0	0	2016/05/25 07:52:55
350	1	12		0	0	2016/05/25 08:05:09
351	1	12		0	0	2016/05/25 08:05:09
352	1	5		0	0	2016/05/25 08:17:59
353	1	4		0	0	2016/05/25 08:21:38
354	1	3		0	0	2016/05/25 08:29:12
355	1	8		0	0	2016/05/25 08:30:39
356	1	10		0	0	2016/05/25 09:43:35
357	1	14		0	0	2016/05/25 09:50:49
358	1	2		0	0	2016/05/25 10:02:12
359	1	9		0	0	2016/05/25 10:02:42
360	1	13		0	0	2016/05/25 10:51:27
361	1	2		0	0	2016/05/25 17:10:42
362	1	6		0	0	2016/05/25 18:16:34
363	1	14		0	0	2016/05/25 18:16:44
364	1	5		0	0	2016/05/25 18:19:41
365	1	8		0	0	2016/05/25 18:31:43
366	1	3		0	0	2016/05/25 18:46:55
367	1	3		0	0	2016/05/25 18:46:55
368	1	12		0	0	2016/05/25 18:51:50
369	1	10		0	0	2016/05/25 19:05:40
370	1	9		0	0	2016/05/25 19:05:52
371	1	11		0	0	2016/05/26 07:41:42
372	1	11		0	0	2016/05/26 07:41:42
373	1	6		0	0	2016/05/26 07:42:29
374	1	12		0	0	2016/05/26 08:00:12
375	1	12		0	0	2016/05/26 08:00:12
376	1	5		0	0	2016/05/26 08:03:18
377	1	7		0	0	2016/05/26 08:16:42
378	1	4		0	0	2016/05/26 08:27:20
379	1	8		0	0	2016/05/26 08:31:12
380	1	3		0	0	2016/05/26 08:50:52
381	1	10		0	0	2016/05/26 09:23:35
382	1	14		0	0	2016/05/26 09:55:53
383	1	2		0	0	2016/05/26 10:00:21
384	1	9		0	0	2016/05/26 10:10:29
385	1	13		0	0	2016/05/26 11:49:59
386	1	11		0	0	2016/05/26 14:55:40
387	1	2		0	0	2016/05/26 17:14:53
388	1	3		0	0	2016/05/26 17:41:12
389	1	14		0	0	2016/05/26 17:47:47
390	1	4		0	0	2016/05/26 18:20:46
391	1	6		0	0	2016/05/26 18:23:32
392	1	5		0	0	2016/05/26 18:23:36
393	1	7		0	0	2016/05/26 18:25:37
394	1	7		0	0	2016/05/26 18:25:37
395	1	8		0	0	2016/05/26 18:25:59
396	1	12		0	0	2016/05/26 18:46:07
397	1	12		0	0	2016/05/26 18:46:07
398	1	13		0	0	2016/05/26 18:47:09
399	1	9		0	0	2016/05/26 19:02:08
400	1	10		0	0	2016/05/26 19:02:13
401	1	1		0	0	2016/05/26 21:43:40
402	1	1		0	0	2016/05/26 21:44:02
403	1	1		0	0	2016/05/26 21:45:42
404	1	1		0	0	2016/05/26 22:03:52
405	1	1		0	0	2016/05/26 22:04:07
406	1	1		0	0	2016/05/26 22:05:16
407	1	1		0	0	2016/05/26 22:25:00
408	1	1		0	0	2016/05/26 22:39:41
409	1	1		0	0	2016/05/26 22:40:08
410	1	1		0	0	2016/05/26 22:40:20
411	1	1		0	0	2016/05/26 22:41:17
412	1	1		0	0	2016/05/26 22:42:21
413	1	1		0	0	2016/05/26 22:42:39
414	1	11		0	0	2016/05/27 07:24:05
415	1	6		0	0	2016/05/27 07:45:07
416	1	12		0	0	2016/05/27 08:01:14
417	1	12		0	0	2016/05/27 08:01:14
418	1	7		0	0	2016/05/27 08:06:18
419	1	8		0	0	2016/05/27 08:30:33
420	1	4		0	0	2016/05/27 08:32:39
421	1	4		0	0	2016/05/27 08:32:39
422	1	3		0	0	2016/05/27 08:46:40
423	1	9		0	0	2016/05/27 10:07:32
424	1	1		0	0	2016/05/27 10:45:24
425	1	1		0	0	2016/05/27 10:45:54
426	1	1		0	0	2016/05/27 10:45:59
427	1	1		0	0	2016/05/27 10:54:01
428	1	1		0	0	2016/05/27 10:56:19
429	1	1		0	0	2016/05/27 11:05:34
430	1	1		0	0	2016/05/27 11:13:00
431	1	1		0	0	2016/05/27 11:18:48
432	1	1		0	0	2016/05/27 11:19:06
433	1	1		0	0	2016/05/27 11:24:21
434	1	1		0	0	2016/05/27 11:25:56
435	1	1		0	0	2016/05/27 11:26:40
436	1	1		0	0	2016/05/27 11:26:50
437	1	1		0	0	2016/05/27 11:29:40
438	1	1		0	0	2016/05/27 11:29:49
439	1	1		0	0	2016/05/27 11:32:43
440	1	1		0	0	2016/05/27 11:33:08
441	1	1		0	0	2016/05/27 11:33:25
442	1	1		0	0	2016/05/27 11:33:53
443	1	2		0	0	2016/05/27 11:37:12
444	1	11		0	0	2016/05/27 14:47:30
445	1	7		0	0	2016/05/27 14:59:48
446	1	6		0	0	2016/05/27 14:59:52
447	1	2		0	0	2016/05/27 15:00:00
448	1	2		0	0	2016/05/27 17:43:39
449	1	8		0	0	2016/05/27 18:24:57
450	1	7		0	0	2016/05/27 18:26:02
451	1	5		0	0	2016/05/27 18:29:55
452	1	6		0	0	2016/05/27 18:30:12
453	1	9		0	0	2016/05/27 19:06:21
454	1	13		0	0	2016/05/27 19:24:08
455	1	13		0	0	2016/05/27 19:24:08
456	1	12		0	0	2016/05/27 19:31:50
457	1	11		0	0	2016/05/28 07:08:44
458	1	11		0	0	2016/05/28 07:08:44
459	1	12		0	0	2016/05/28 08:04:53
460	1	7		0	0	2016/05/28 08:09:13
461	1	7		0	0	2016/05/28 08:09:13
462	1	6		0	0	2016/05/28 08:10:22
463	1	8		0	0	2016/05/28 08:22:10
464	1	5		0	0	2016/05/28 08:22:41
465	1	4		0	0	2016/05/28 08:31:30
466	1	2		0	0	2016/05/28 09:44:45
467	1	14		0	0	2016/05/28 09:54:51
468	1	10		0	0	2016/05/28 09:58:46
469	1	15		0	0	2016/05/28 10:09:48
470	1	13		0	0	2016/05/28 10:56:58
471	1	11		0	0	2016/05/28 15:05:38
472	1	2		0	0	2016/05/28 17:21:57
473	1	14		0	0	2016/05/28 17:49:43
474	1	3		0	0	2016/05/28 17:50:55
475	1	5		0	0	2016/05/28 18:04:31
476	1	6		0	0	2016/05/28 18:09:11
477	1	7		0	0	2016/05/28 18:26:18
478	1	4		0	0	2016/05/28 18:36:33
479	1	8		0	0	2016/05/28 18:48:43
480	1	12		0	0	2016/05/28 19:01:48
481	1	12		0	0	2016/05/28 19:01:48
482	1	13		0	0	2016/05/28 19:03:02
483	1	13		0	0	2016/05/28 19:03:02
484	1	10		0	0	2016/05/28 19:05:14
485	1	13		0	0	2016/05/29 07:28:49
486	1	12		0	0	2016/05/29 07:45:23
487	1	6		0	0	2016/05/29 07:54:25
488	1	3		0	0	2016/05/29 08:15:31
489	1	5		0	0	2016/05/29 08:15:40
490	1	8		0	0	2016/05/29 08:15:50
491	1	9		0	0	2016/05/29 08:53:09
492	1	10		0	0	2016/05/29 10:30:32
493	1	14		0	0	2016/05/29 10:53:59
494	1	1		0	6	2016/05/29 11:24:39
495	1	13		0	0	2016/05/29 15:15:35
496	1	9		0	0	2016/05/29 18:19:52
497	1	4		0	0	2016/05/29 18:28:10
498	1	6		0	0	2016/05/29 18:29:34
499	1	14		0	0	2016/05/29 18:58:24
500	1	7		0	0	2016/05/29 18:58:35
501	1	10		0	0	2016/05/29 19:00:20
502	1	11		0	0	2016/05/29 19:16:19
503	1	13		0	0	2016/05/30 07:24:49
504	1	3		0	0	2016/05/30 08:04:53
505	1	8		0	0	2016/05/30 08:10:08
506	1	7		0	0	2016/05/30 08:16:04
507	1	7		0	0	2016/05/30 08:16:04
508	1	11		0	0	2016/05/30 08:16:19
509	1	5		0	0	2016/05/30 08:19:14
510	1	4		0	0	2016/05/30 08:37:21
511	1	14		0	0	2016/05/30 09:58:33
512	1	9		0	0	2016/05/30 09:58:59
513	1	15		0	0	2016/05/30 09:59:25
514	1	2		0	0	2016/05/30 10:07:42
515	1	10		0	0	2016/05/30 10:08:07
516	1	12		0	0	2016/05/30 11:10:40
517	1	12		0	0	2016/05/30 11:10:41
518	1	2		0	0	2016/05/30 16:50:42
519	1	14		0	0	2016/05/30 18:01:05
520	1	6		0	0	2016/05/30 18:02:04
521	1	5		0	0	2016/05/30 18:11:14
522	1	8		0	0	2016/05/30 18:33:01
523	1	3		0	0	2016/05/30 18:33:08
524	1	4		0	0	2016/05/30 18:50:13
525	1	12		0	0	2016/05/30 19:05:46
526	1	12		0	0	2016/05/30 19:05:46
527	1	9		0	0	2016/05/30 19:07:47
528	1	10		0	0	2016/05/30 19:07:54
529	1	11		0	0	2016/05/30 19:13:59
530	1	12		0	0	2016/05/31 07:55:28
531	1	5		0	0	2016/05/31 08:15:15
532	1	3		0	0	2016/05/31 08:22:30
533	1	8		0	0	2016/05/31 08:22:42
534	1	11		0	0	2016/05/31 08:37:10
535	1	11		0	0	2016/05/31 08:37:12
536	1	6		0	0	2016/05/31 08:37:27
537	1	4		0	0	2016/05/31 08:38:33
538	1	2		0	0	2016/05/31 09:36:52
539	1	9		0	0	2016/05/31 09:56:06
540	1	15		0	0	2016/05/31 10:06:30
541	1	10		0	0	2016/05/31 10:23:54
542	1	14		0	0	2016/05/31 10:55:52
543	1	2		0	0	2016/05/31 17:12:43
544	1	12		0	0	2016/05/31 17:14:39
545	1	4		0	0	2016/05/31 18:00:18
546	1	8		0	0	2016/05/31 18:27:59
547	1	3		0	0	2016/05/31 18:31:19
548	1	7		0	0	2016/05/31 18:57:20
549	1	7		0	0	2016/05/31 18:57:20
550	1	9		0	0	2016/05/31 18:59:30
551	1	10		0	0	2016/05/31 19:09:46
552	1	14		0	0	2016/05/31 19:10:28
553	1	11		0	0	2016/05/31 19:10:38
554	1	14		0	0	2016/06/01 06:55:20
555	1	5		0	0	2016/06/01 07:59:36
556	1	8		0	0	2016/06/01 08:28:57
557	1	7		0	0	2016/06/01 08:36:30
558	1	7		0	0	2016/06/01 08:36:30
559	1	11		0	0	2016/06/01 08:37:01
560	1	12		0	0	2016/06/01 09:46:42
561	1	12		0	0	2016/06/01 09:46:42
562	1	2		0	0	2016/06/01 09:53:26
563	1	15		0	0	2016/06/01 09:53:45
564	1	9		0	0	2016/06/01 10:06:05
565	1	10		0	0	2016/06/01 10:21:00
566	1	13		0	0	2016/06/01 10:50:30
567	1	3		0	0	2016/06/01 12:38:48
568	1	14		0	0	2016/06/01 14:57:12
569	1	2		0	0	2016/06/01 16:36:02
570	1	6		0	0	2016/06/01 17:51:06
571	1	9		0	0	2016/06/01 17:54:02
572	1	12		0	0	2016/06/01 18:02:53
573	1	5		0	0	2016/06/01 18:25:53
574	1	5		0	0	2016/06/01 18:25:53
575	1	8		0	0	2016/06/01 18:26:11
576	1	13		0	0	2016/06/01 18:58:37
577	1	7		0	0	2016/06/01 18:58:46
578	1	3		0	0	2016/06/01 19:05:29
579	1	4		0	0	2016/06/01 19:05:38
580	1	10		0	0	2016/06/01 19:06:23
581	1	11		0	0	2016/06/01 19:24:04
582	1	15		0	0	2016/06/01 19:24:24
583	1	14		0	0	2016/06/02 06:56:12
584	1	3		0	0	2016/06/02 08:12:58
585	1	8		0	0	2016/06/02 08:13:20
586	1	7		0	0	2016/06/02 08:19:52
587	1	7		0	0	2016/06/02 08:19:54
588	1	11		0	0	2016/06/02 08:20:32
589	1	5		0	0	2016/06/02 08:31:44
590	1	6		0	0	2016/06/02 08:46:10
591	1	4		0	0	2016/06/02 08:46:18
592	1	15		0	0	2016/06/02 09:56:43
593	1	2		0	0	2016/06/02 10:03:14
594	1	12		0	0	2016/06/02 10:03:36
595	1	12		0	0	2016/06/02 10:03:36
596	1	10		0	0	2016/06/02 10:09:04
597	1	13		0	0	2016/06/02 10:45:58
598	1	14		0	0	2016/06/02 15:23:35
599	1	2		0	0	2016/06/02 17:26:23
600	1	6		0	0	2016/06/02 18:13:11
601	1	5		0	0	2016/06/02 18:24:34
602	1	8		0	0	2016/06/02 18:29:26
603	1	7		0	0	2016/06/02 18:34:38
604	1	14		0	0	2016/06/03 07:05:50
605	1	3		0	0	2016/06/03 08:09:38
606	1	5		0	0	2016/06/03 08:12:44
607	1	7		0	0	2016/06/03 08:22:15
608	1	7		0	0	2016/06/03 08:22:15
609	1	11		0	0	2016/06/03 08:23:20
610	1	6		0	0	2016/06/03 09:14:13
611	1	15		0	0	2016/06/03 09:51:28
612	1	2		0	0	2016/06/03 10:02:55
613	1	9		0	0	2016/06/03 10:03:05
614	1	10		0	0	2016/06/03 10:13:18
615	1	12		0	0	2016/06/03 10:16:22
616	1	13		0	0	2016/06/03 10:50:33
617	1	14		0	0	2016/06/03 14:53:19
618	1	2		0	0	2016/06/03 17:04:32
619	1	12		0	0	2016/06/03 17:54:05
620	1	4		0	0	2016/06/03 18:22:04
621	1	6		0	0	2016/06/03 18:32:23
622	1	3		0	0	2016/06/03 18:36:38
623	1	13		0	0	2016/06/03 18:45:16
624	1	9		0	0	2016/06/03 19:15:06
625	1	7		0	0	2016/06/03 19:15:18
626	1	10		0	0	2016/06/03 19:35:58
627	1	14		0	0	2016/06/04 07:03:42
628	1	3		0	0	2016/06/04 08:11:05
629	1	8		0	0	2016/06/04 08:11:12
630	1	11		0	0	2016/06/04 08:14:51
631	1	7		0	0	2016/06/04 08:15:07
632	1	7		0	0	2016/06/04 08:15:07
633	1	4		0	0	2016/06/04 08:34:39
634	1	4		0	0	2016/06/04 08:34:42
635	1	6		0	0	2016/06/04 08:35:05
636	1	15		0	0	2016/06/04 09:50:23
637	1	12		0	0	2016/06/04 10:03:14
638	1	9		0	0	2016/06/04 10:06:01
639	1	10		0	0	2016/06/04 10:13:26
640	1	2		0	0	2016/06/04 10:13:58
641	1	13		0	0	2016/06/04 10:35:55
642	1	14		0	0	2016/06/04 14:57:58
643	1	2		0	0	2016/06/04 16:48:29
644	1	12		0	0	2016/06/04 17:56:01
645	1	6		0	0	2016/06/04 17:57:49
646	1	8		0	0	2016/06/04 18:21:43
647	1	3		0	0	2016/06/04 18:22:31
648	1	13		0	0	2016/06/04 19:01:29
649	1	11		0	0	2016/06/04 19:09:54
650	1	7		0	0	2016/06/04 19:10:04
651	1	9		0	0	2016/06/04 19:14:03
652	1	10		0	0	2016/06/04 19:14:12
653	1	12		0	0	2016/06/05 07:25:38
654	1	9		0	0	2016/06/05 08:35:42
655	1	6		0	0	2016/06/05 08:55:59
656	1	7		0	0	2016/06/05 08:56:09
657	1	7		0	0	2016/06/05 08:56:09
658	1	10		0	0	2016/06/05 09:56:53
659	1	14		0	0	2016/06/05 10:55:44
660	1	12		0	0	2016/06/05 14:47:19
661	1	3		0	0	2016/06/05 17:45:48
662	1	9		0	0	2016/06/05 18:13:23
663	1	5		0	0	2016/06/05 18:35:09
664	1	4		0	0	2016/06/05 18:35:17
665	1	4		0	0	2016/06/05 18:35:17
666	1	13		0	0	2016/06/05 18:35:28
667	1	14		0	0	2016/06/05 18:40:11
668	1	8		0	0	2016/06/05 18:46:55
669	1	10		0	0	2016/06/05 18:47:37
670	1	12		0	0	2016/06/06 07:28:50
671	1	12		0	0	2016/06/06 07:28:50
672	1	7		0	0	2016/06/06 08:15:18
673	1	7		0	0	2016/06/06 08:15:18
674	1	6		0	0	2016/06/06 08:15:28
675	1	3		0	0	2016/06/06 08:25:00
676	1	5		0	0	2016/06/06 08:25:07
677	1	8		0	0	2016/06/06 08:25:20
678	1	4		0	0	2016/06/06 09:07:34
679	1	4		0	0	2016/06/06 09:07:36
680	1	2		0	0	2016/06/06 09:46:11
681	1	9		0	0	2016/06/06 09:49:51
682	1	11		0	0	2016/06/06 09:50:22
683	1	14		0	0	2016/06/06 10:55:17
684	1	12		0	0	2016/06/06 14:53:38
685	1	11		0	0	2016/06/06 16:58:23
686	1	2		0	0	2016/06/06 17:17:38
687	1	3		0	0	2016/06/06 17:46:00
688	1	4		0	0	2016/06/06 18:23:12
689	1	5		0	0	2016/06/06 18:23:57
690	1	7		0	0	2016/06/06 18:26:28
691	1	6		0	0	2016/06/06 18:36:13
692	1	13		0	0	2016/06/06 18:42:10
693	1	14		0	0	2016/06/06 18:46:48
694	1	9		0	0	2016/06/06 19:07:45
695	1	8		0	0	2016/06/06 19:09:50
696	1	4		0	0	2016/06/07 07:50:41
697	1	4		0	0	2016/06/07 07:50:41
698	1	12		0	0	2016/06/07 07:51:36
699	1	12		0	0	2016/06/07 07:51:36
700	1	6		0	0	2016/06/07 08:08:25
701	1	7		0	0	2016/06/07 08:19:05
702	1	8		0	0	2016/06/07 09:15:46
703	1	5		0	0	2016/06/07 09:16:12
704	1	9		0	0	2016/06/07 09:53:20
705	1	15		0	0	2016/06/07 09:54:57
706	1	10		0	0	2016/06/07 09:56:50
707	1	3		0	0	2016/06/07 09:58:23
708	1	2		0	0	2016/06/07 09:58:51
709	1	14		0	0	2016/06/07 10:57:36
710	1	12		0	0	2016/06/07 15:55:36
711	1	2		0	0	2016/06/07 17:20:41
712	1	3		0	0	2016/06/07 17:56:13
713	1	7		0	0	2016/06/07 17:57:28
714	1	5		0	0	2016/06/07 18:07:59
715	1	5		0	0	2016/06/07 18:07:59
716	1	6		0	0	2016/06/07 18:32:06
717	1	13		0	0	2016/06/07 18:40:52
718	1	14		0	0	2016/06/07 18:43:13
719	1	4		0	0	2016/06/07 18:58:53
720	1	9		0	0	2016/06/07 19:00:42
721	1	8		0	0	2016/06/07 19:00:56
722	1	10		0	0	2016/06/07 19:11:31
723	1	11		0	0	2016/06/08 06:58:42
724	1	7		0	0	2016/06/08 08:08:52
725	1	7		0	0	2016/06/08 08:08:52
726	1	6		0	0	2016/06/08 08:12:44
727	1	5		0	0	2016/06/08 08:19:46
728	1	3		0	0	2016/06/08 08:27:35
729	1	8		0	0	2016/06/08 08:27:50
730	1	4		0	0	2016/06/08 08:51:10
731	1	4		0	0	2016/06/08 08:51:10
732	1	15		0	0	2016/06/08 10:02:29
733	1	2		0	0	2016/06/08 10:06:06
734	1	9		0	0	2016/06/08 10:08:15
735	1	14		0	0	2016/06/08 10:55:35
736	1	10		0	0	2016/06/08 10:56:53
737	1	11		0	0	2016/06/08 16:00:40
738	1	2		0	0	2016/06/08 17:13:19
739	1	7		0	0	2016/06/08 18:11:24
740	1	7		0	0	2016/06/08 18:11:24
741	1	5		0	0	2016/06/08 18:21:31
742	1	13		0	0	2016/06/08 18:36:20
743	1	14		0	0	2016/06/08 18:48:50
744	1	3		0	0	2016/06/08 18:51:23
745	1	9		0	0	2016/06/08 19:11:59
746	1	8		0	0	2016/06/08 19:16:49
747	1	10		0	0	2016/06/08 19:18:35
748	1	11		0	0	2016/06/09 06:58:50
749	1	11		0	0	2016/06/09 06:58:52
750	1	6		0	0	2016/06/09 08:00:47
751	1	7		0	0	2016/06/09 08:19:14
752	1	7		0	0	2016/06/09 08:19:16
753	1	8		0	0	2016/06/09 08:28:52
754	1	3		0	0	2016/06/09 08:28:59
755	1	4		0	0	2016/06/09 08:52:59
756	1	4		0	0	2016/06/09 08:52:59
757	1	2		0	0	2016/06/09 09:49:05
758	1	15		0	0	2016/06/09 09:51:36
759	1	10		0	0	2016/06/09 09:58:48
760	1	9		0	0	2016/06/09 10:12:21
761	1	14		0	0	2016/06/09 10:53:54
762	1	11		0	0	2016/06/09 14:32:05
763	1	2		0	0	2016/06/09 17:04:20
764	1	3		0	0	2016/06/09 17:49:25
765	1	6		0	0	2016/06/09 18:23:38
766	1	7		0	0	2016/06/09 18:27:46
767	1	7		0	0	2016/06/09 18:27:48
768	1	4		0	0	2016/06/09 18:31:16
769	1	4		0	0	2016/06/09 18:31:16
770	1	5		0	0	2016/06/09 18:33:36
771	1	8		0	0	2016/06/09 18:48:18
772	1	13		0	0	2016/06/09 18:52:38
773	1	10		0	0	2016/06/09 19:00:15
774	1	9		0	0	2016/06/09 19:00:24
775	1	14		0	0	2016/06/09 19:01:52
776	1	13		0	0	2016/06/10 06:05:43
777	1	12		0	0	2016/06/10 07:07:39
778	1	6		0	0	2016/06/10 08:03:51
779	1	7		0	0	2016/06/10 08:17:22
780	1	7		0	0	2016/06/10 08:17:22
781	1	8		0	0	2016/06/10 08:27:04
782	1	5		0	0	2016/06/10 08:28:08
783	1	5		0	0	2016/06/10 08:28:10
784	1	3		0	0	2016/06/10 08:28:22
785	1	4		0	0	2016/06/10 09:04:27
786	1	15		0	0	2016/06/10 09:50:42
787	1	2		0	0	2016/06/10 10:01:47
788	1	9		0	0	2016/06/10 10:06:00
789	1	11		0	0	2016/06/10 10:06:19
790	1	14		0	0	2016/06/10 10:55:45
791	1	12		0	0	2016/06/10 15:31:21
792	1	12		0	0	2016/06/10 15:31:21
793	1	11		0	0	2016/06/10 17:08:42
794	1	11		0	0	2016/06/10 17:08:43
795	1	7		0	0	2016/06/10 17:08:51
796	1	7		0	0	2016/06/10 17:08:51
797	1	2		0	0	2016/06/10 17:19:32
798	1	3		0	0	2016/06/10 17:57:21
799	1	5		0	0	2016/06/10 18:09:58
800	1	5		0	0	2016/06/10 18:09:58
801	1	6		0	0	2016/06/10 18:16:54
802	1	6		0	0	2016/06/10 18:16:54
803	1	4		0	0	2016/06/10 18:29:17
804	1	13		0	0	2016/06/10 18:43:51
805	1	14		0	0	2016/06/10 18:47:01
806	1	9		0	0	2016/06/10 19:06:23
807	1	8		0	0	2016/06/10 19:06:38
808	1	11		0	0	2016/06/11 07:08:13
809	1	6		0	0	2016/06/11 08:00:08
810	1	7		0	0	2016/06/11 08:17:48
811	1	5		0	0	2016/06/11 08:19:11
812	1	8		0	0	2016/06/11 08:19:33
813	1	3		0	0	2016/06/11 08:19:48
814	1	15		0	0	2016/06/11 10:00:22
815	1	12		0	0	2016/06/11 10:00:51
816	1	12		0	0	2016/06/11 10:00:51
817	1	2		0	0	2016/06/11 10:23:09
818	1	9		0	0	2016/06/11 10:42:08
819	1	11		0	0	2016/06/11 16:06:28
820	1	2		0	0	2016/06/11 17:22:22
821	1	4		0	0	2016/06/11 18:10:15
822	1	4		0	0	2016/06/11 18:10:17
823	1	5		0	0	2016/06/11 18:10:23
824	1	7		0	0	2016/06/11 18:29:31
825	1	13		0	0	2016/06/11 18:42:05
826	1	12		0	0	2016/06/11 18:43:05
827	1	8		0	0	2016/06/11 19:03:05
828	1	9		0	0	2016/06/11 19:21:31
829	1	11		0	0	2016/06/12 06:55:32
830	1	3		0	0	2016/06/12 08:40:08
831	1	4		0	0	2016/06/12 08:55:03
832	1	4		0	0	2016/06/12 08:55:03
833	1	5		0	0	2016/06/12 08:55:16
834	1	9		0	0	2016/06/12 09:42:39
835	1	4		0	0	2016/06/12 17:54:50
836	1	4		0	0	2016/06/12 17:54:52
837	1	7		0	0	2016/06/12 18:49:03
838	1	7		0	0	2016/06/12 18:49:03
839	1	14		0	0	2016/06/12 18:53:25
840	1	12		0	0	2016/06/12 18:54:10
841	1	9		0	0	2016/06/12 19:08:54
842	1	11		0	0	2016/06/13 07:10:25
843	1	14		0	0	2016/06/13 07:45:59
844	1	8		0	0	2016/06/13 08:20:17
845	1	5		0	0	2016/06/13 08:20:26
846	1	7		0	0	2016/06/13 08:21:21
847	1	7		0	0	2016/06/13 08:21:21
848	1	6		0	0	2016/06/13 08:23:48
849	1	3		0	0	2016/06/13 08:43:55
850	1	4		0	0	2016/06/13 08:54:08
851	1	12		0	0	2016/06/13 09:45:53
852	1	2		0	0	2016/06/13 10:12:38
853	1	15		0	0	2016/06/13 11:33:19
854	1	2		0	0	2016/06/13 16:45:51
855	1	6		0	0	2016/06/13 18:04:44
856	1	12		0	0	2016/06/13 18:05:48
857	1	12		0	0	2016/06/13 18:05:49
858	1	5		0	0	2016/06/13 18:19:01
859	1	5		0	0	2016/06/13 18:19:01
860	1	4		0	0	2016/06/13 18:30:46
861	1	4		0	0	2016/06/13 18:30:48
862	1	3		0	0	2016/06/13 18:31:57
863	1	8		0	0	2016/06/13 18:32:40
864	1	7		0	0	2016/06/13 18:41:04
865	1	7		0	0	2016/06/13 18:41:04
866	1	14		0	0	2016/06/13 18:47:02
867	1	11		0	0	2016/06/14 07:18:32
868	1	14		0	0	2016/06/14 07:53:23
869	1	3		0	0	2016/06/14 08:10:35
870	1	8		0	0	2016/06/14 08:10:59
871	1	5		0	0	2016/06/14 08:16:54
872	1	7		0	0	2016/06/14 08:18:34
873	1	7		0	0	2016/06/14 08:18:35
874	1	4		0	0	2016/06/14 08:27:04
875	1	4		0	0	2016/06/14 08:27:04
876	1	6		0	0	2016/06/14 08:27:19
877	1	12		0	0	2016/06/14 09:44:53
878	1	15		0	0	2016/06/14 09:55:22
879	1	2		0	0	2016/06/14 10:16:35
880	1	11		0	0	2016/06/14 14:56:39
881	1	2		0	0	2016/06/14 17:37:06
882	1	12		0	0	2016/06/14 17:58:10
883	1	12		0	0	2016/06/14 17:58:10
884	1	6		0	0	2016/06/14 18:11:05
885	1	4		0	0	2016/06/14 18:11:44
886	1	3		0	0	2016/06/14 18:22:58
887	1	8		0	0	2016/06/14 18:24:44
888	1	14		0	0	2016/06/14 18:48:28
889	1	13		0	0	2016/06/14 18:51:41
890	1	13		0	0	2016/06/14 18:51:41
891	1	7		0	0	2016/06/14 19:02:13
892	1	7		0	0	2016/06/14 19:02:13
893	1	11		0	0	2016/06/15 07:09:32
894	1	14		0	0	2016/06/15 07:46:17
895	1	5		0	0	2016/06/15 08:09:46
896	1	3		0	0	2016/06/15 08:12:29
897	1	8		0	0	2016/06/15 08:13:38
898	1	6		0	0	2016/06/15 08:18:34
899	1	7		0	0	2016/06/15 08:27:12
900	1	7		0	0	2016/06/15 08:27:12
901	1	4		0	0	2016/06/15 08:48:59
902	1	15		0	0	2016/06/15 09:40:01
903	1	12		0	0	2016/06/15 09:50:01
904	1	9		0	0	2016/06/15 10:02:55
905	1	10		0	0	2016/06/15 10:06:04
906	1	2		0	0	2016/06/15 10:11:56
907	1	13		0	0	2016/06/15 10:34:37
908	1	11		0	0	2016/06/15 14:56:00
909	1	2		0	0	2016/06/15 17:29:53
910	1	12		0	0	2016/06/15 17:54:43
911	1	8		0	0	2016/06/15 18:30:12
912	1	3		0	0	2016/06/15 18:30:15
913	1	5		0	0	2016/06/15 18:30:34
914	1	6		0	0	2016/06/15 18:30:52
915	1	4		0	0	2016/06/15 18:33:42
916	1	7		0	0	2016/06/15 18:40:48
917	1	14		0	0	2016/06/15 18:51:32
918	1	13		0	0	2016/06/15 18:53:38
919	1	9		0	0	2016/06/15 18:58:34
920	1	10		0	0	2016/06/15 18:58:59
921	1	11		0	0	2016/06/16 07:07:01
922	1	14		0	0	2016/06/16 08:07:10
923	1	14		0	0	2016/06/16 08:07:21
924	1	3		0	0	2016/06/16 08:16:54
925	1	8		0	0	2016/06/16 08:17:19
926	1	8		0	0	2016/06/16 08:17:20
927	1	7		0	0	2016/06/16 08:19:37
928	1	7		0	0	2016/06/16 08:19:37
929	1	5		0	0	2016/06/16 08:19:52
930	1	4		0	0	2016/06/16 08:20:01
931	1	6		0	0	2016/06/16 08:32:18
932	1	15		0	0	2016/06/16 09:55:10
933	1	2		0	0	2016/06/16 09:59:46
